artist,title,album,lyrics,explicit,explict,Artist,Title,Album,Lyrics
Sidoka,Mais Chato Que Nunca '^,Espelho Infinito '^,"Gibbo
Ferno spazzin' on this muh'fucka

Mais chato que nunca
Cheio de Swarovski na nuca
Te vendo jogando a sua bunda, tá bão
Olha pro detalhe da lupa
Jeito que ela olha e me chupa, tá bão
Olha a consequência da Lua
Olha a consequência da sua ação
Isso é coisa de cinema, mas não é filme não

Mais chato que nunca
Cheio de Swarovski na nuca
Te vendo jogando a sua bunda, tá bão
Olha pro detalhe da lupa
Jeito que ela olha e me chupa, tá bão
Olha a consequência da Lua
Olha a consequência da sua ação
Ação, ação, ação

Cinco magnata numa mente fechada
E joga na minha mão que eu já entrego sua mala
Fei', fei', me еmociono, eu fiz, tô humilhando os burguês
Ela pedindo gin, eu já tô jogando mais sеis
Seis, seis, luxo
Nunca se compara com o passado
Antes tá brilhando, tava todo iluminado
Todo iluminado

Ah, e tão querendo derrubar, não vai dar, desiste
É o sonho do moleque, pode pá, persiste
Pelo menos aceite o Apocalipse
No drift aqui nós tá de eclipse
Oh my God, meu Deus
Uh! Tira toda a lingerie
Olha pra quem te comeu e sorri
Olha pra quem te comeu e sorri, yeah

Uh, não cansei de te ver
Yeah, uh, só penso em fuder
Yeah, uh, botando mais VVS
Versace em você
Yeah, uh, não cansei de te ver
Yeah, uh, só penso em fuder
E botando mais VVS

Mais chato que nunca
Cheio de Swarovski na nuca
Te vendo jogando a sua bunda, tá bão
Olha pro detalhe da lupa
Jeito que ela olha e me chupa, tá bão
Olha a consequência da Lua
Olha a consequência da sua ação
Isso é coisa de cinema, mas não é filme não

Mais chato que nunca
Cheio de Swarovski na nuca
Te vendo jogando a sua bunda, tá bão
Olha pro detalhe da lupa
Jeito que ela olha e me chupa, tá bão
Olha a consequência da Lua
Olha a consequência da sua ação
Ação, ação, ação

Tipo Maserati, tô cortando a mil
Ah, jogando elástico, cada paco de mil
Subiu, balão de bandido, a bandida sorriu, ish
Drogas em todo lugar
Nessa parede tem pixe, vem cá
Cheio de tattoo, tá lombrada a minha casa
Os polícia batendo na porta de casa
Cem, vem, hein, quando quebro
Calma, tá faltando lenço aqui pros lero, lero

Tô jogando sério, não sei, nem quero
Se ela quer ou não quer, resolve o mistério, uh uh
Rasgando a minha ansiedade
No meio tem medo, os cara não envolve no meio
Eu sou da paz e a discórdia eu semeio
Intacto, nunca fiz pacto
Áudio compacto, piso de cacto azul

Rápido, tô tipo tático
Meio antipático, jogo mais tarde que tu
Acha que tá de Patek
Sua joia de ouro, sua cara de cu
Volta pra casa que nós é mais chato
Que o carro do Mika pra pegar Bluetooth

Mais chato que nunca
Cheio de Swarovski na nuca
Te vendo jogando a sua bunda, tá bão
Olha pro detalhe da lupa
Jeito que ela olha e me chupa, tá bão
Olha a consequência da Lua
Olha a consequência da sua ação
Isso é coisa de cinema, mas não é filme não

...Que nunca
Cheio de Swarovski na nuca
Te vendo jogando a sua bunda, tá bão
Olha pro detalhe da lupa
Jeito que ela olha e me chupa, tá bão
Olha a consequência da Lua
Olha a consequência da sua ação
Ação, ação, ação",True,,,,,
Slipmami,E.P.A.M.,"Até aqui, Slip nos ajudou","Essas piranhas amam a mami, sempre foi assim
Sou a mina da vez e ele vai gastar em mim
Independente de qualquer parada, sempre é eu por mim...
(continuação da letra)",True,,,,,
Racionais MC's,Da Ponte prá Cá - Ao Vivo,1000 Trutas 1000 Tretas (Ao Vivo),"A lua cheia clareia as ruas do Capão,
Acima de nós só Deus humilde, né não?
Né não?
Saúde! (Plin)

Mulher e muito som
Vinho branco para todos, um advogado bom (Cof, cof)
Ah, esse frio tá de foder
Terça-feira é ruim de rolê
Vou fazer o quê

Nunca mudou nem nunca mudará
O cheiro de fogueira vai perfumando o ar
Mesmo céu, mesmo cep no lado sul do mapa
Sempre ouvindo um rap para alegrar a rapa
Nas ruas da sul eles me chamam Brown
Maldito, vagabundo, mente criminal
O quê toma uma taça de champagne e também curte
Desbaratinar no tubaína tutti-frutti

Fanático, melodramático, bon-vivant
Depósito de mágoa, quem tá certo é o Saddam...
Playboy bom é chinês e australiano
Fala feio, mora longe e não me chama de mano
E ae brother, hey, uhul, pau no seu cu

Respeito, sou sofredor e odeio todos vocês
Vem de artes marciais que eu vou de Sig Sauer
Quero sua irmã e o seu relógio Tag Heuer

Um conto se pá, dá pra catar
Ir para a quebrada e gastar antes do galo cantar
Um triplex pra coroa é o que malandro quer
Não só desfilar de Nike no pé
Ô, vem com a minha cara e o din-din do seu pai
Mas no rolé com nós cê não vai!

Nóis aqui, vocês lá, cada um no seu lugar
Entendeu?
Se a vida é assim, tem culpa eu?
Se é o crime ou o creme
Se não deves não teme
As perversa se ouriça e os inimigo treme
E a neblina cobre a estrada de Itapecirica...

Sai, sai, sai
Sai, Deus é mais, vai morrer para lá zica
Quero ouvir você cantar

Não adianta querer, tem que ser, tem que pá
O mundo é diferente da ponte pra cá!
Não adianta querer ser, tem que ter para trocar
O mundo é diferente da ponte pra cá!

Tem que ser, tem que pá
O mundo é diferente da ponte pra cá!
Não adianta querer ser, tem que ter para trocar",False,,,,,
MC Kevin O Cris,Crime e Putaria,Tamborzão Raiz (Deluxe),"De glock na cinta
Pentão alongado
Elas se amarra
Quer parar do lado

Esse que é o pique
Whisky e putaria
Na base do homem
Tem vária novinha (novinha)

É, mistura perfeita
Crime e putaria
Noite e dia

Vem-vem que vem, que vem
Que vem, que vem

É, mistura perfeita
Crime e putaria
Noite e dia

Vem-vem que vem, que vem
Que vem, que vem

Quando me avista no baile
Ela já fica encantada
Piranha se molha toda
Com a minha glock rajada
Gosta da vida bandida
Essa mina é piranha

Fode pra caralho
Na onda do black-lança
Fode pra caralho
Na onda do black-lança
Fode pra caralho, pra caralho, vai

Fode pra caralho
Na onda do black-lança
Fode pra caralho
Vem que vem, que vem

É, mistura perfeita
Crime e putaria
Noite e dia

Vem-vem que vem, que vem
Que vem, que vem

É, mistura perfeita
Crime e putaria
Noite e dia

Vem-vem que vem, que vem
Que vem, que vem",True,,,,,
Orochi,Perigo,Para Todas do Job,"Ela quebra tudo no beat de Portugal
Ah, ah, ah

A bunda dela nem cabe no jeans
Noite pra ela é uma aventura do início ao fim
Yeah, muito longe da fase ruim
Vários fatores me tornaram um cara ruim
Ayy, homem de negócio tem seus próprios planos
Uma puta cara igual Fernanda Campos
Ayy, sempre 'tô no corre, sempre 'tô fumando
Ayy, invejoso, minha Glock 'tá te capeando

É um perigo quando ela diz que vai
Sentar falando no ouvido meu nome, meu nome
Ela dificulta de quatro, de lado e de frente
Única que mexe assim com a minha mente, minha mente

Ela sentando é um desacato, ah
Gostosa da cor do pecado, ah
Uma obra-prima de quatro
Fora do quadro
E-ela não liga pro futuro, só vive o presente
Tem o coração vagabundo, vive intensamente
'Tá sempre se alcoolizando com sua colega
Passa em bailes e boates da noite paulista
Pu-pu-putaria, sacanagem na casa das prima'
Convoca as amiga' que hoje vai ter festinha
Portugal vai mandar pra todas as piranha'
Usar e se acabar
Bico verde pra baforar, MD pra dropar, maconha pra queimar
Gosta de 'tá na vibe pra transar
Proibido celular, não pode gravar
Pra não arrastar os amigo' casado'

É um perigo quando ela diz que vai
Sentar falando no ouvido meu nome, meu nome
Ela dificulta de quatro, de lado e de frente (Ah, ah, ah)
Única que mexe assim com a minha mente, minha mente (Orochi, ah)

Única que mexe assim com a minha mente, minha mente
Ela me busca querendo as coisa' mais pra frente (Yeah)
No meu telefone tem várias mensagem' sua
No meu pensamento tem várias memórias suja'
Como esquecer daquela noite, você nua?
No teu apê de São Paulo, nós fumando, olhando a Lua
Ela fode, tira meu sono, ela vem do Espírito Santo
Ela joga na cara do mano, agora esse rabo tem dono
Victoria's Secret ela quer usar
E o bico verde ela quer baforar
Ela 'tá em todos os canto': Barra Vips, Escorte, Scandallo
Dubai, Mykonos, London (Hahaha)

É um perigo quando ela diz que vai
Sentar falando no ouvido meu nome, meu nome
Ela dificulta de quatro, de lado e de frente
Única que mexe assim com a minha mente, minha mente",True,,,,,
Slipmami,Vem Cá,Malvatrem (Deluxe),"Heavy Baile nessa porra

Bota ele na minha direção, eu vou botar pra sofrer
Vou botar ele pra mamar, ele tem que me agradecer
Então grava com o celular, pra tu, eu faço um POV
Cafuza mais linda que eu, tu nunca vai conhecer...
(continuação da letra)",True,,,,,
Tiago Iorc,Sorte (Ao Vivo),Troco Likes ao Vivo,"Tudo de bom que você me fizer
Faz minha rima ficar mais rara
O que você faz me ajuda a cantar
Põe um sorriso na minha cara

Meu amor, você me dá sorte
Meu amor!
Você me dá sorte, meu amor!
Você me dá sorte na vida!

Quando te vejo não saio do tom
Mas meu desejo já se repara
Me dá um beijo com tudo de bom
E acende a noite na Guanabara

Meu amor, você me dá sorte
Meu amor!
Você me dá sorte, meu amor!
Você me dá sorte na vida!

Meu amor, você me dá sorte
Meu amor!
Você me dá sorte, meu amor!
Você me dá sorte na vida!

Vamos fazer uma coisa linda agora, vamo fazer o seguinte
Vamo dividir as mãos aqui no meio
Ai a gente sai uma melodia desse lado
Uma outra melodia desse outro lado
E depois a gente canta todo mundo junto e celebra
Essa noite linda pode ser?
Pode
Vamos comecar aqui então

E vamos juntos até o final
Não para, não para
O que você faz me ajuda a cantar
Quando eu te vejo
Faz minha rima ficar mais rara",False,,,,,
Xamã,Luxúria,Pecado Capital,"Eu uso óculos no show porque elas querem minha alma
Torrei mais um pra me acalmar
Vários olhares querendo um pedacinho de mim
Eu só tô na pista pra torrar o meu finin'

Eu uso óculos e flows que você bateria palma
Hey oh, lama no copo, mulher e boldin'
Vários polícia prenderam meu mano na jaula
Hey oh, vários vampiros no camarim

Luxúria me estraga, me torna menos de mim
Luxúria me estraga, me torna menos de mim

Me escute, baby
Sei que tu gosta de Gucci e Bape
Vou te por asa num Black Label
Por aqui eles me chamam de biruleibe (Te dá asas)
Põe MD, hash
Sem PlayStation, mas aperta o start
Quem mandou começar a putaria?
Agora balada é o Mario Kart
Um quarto pra ficar tudo legal
Me conectar com o universo
Só que tá que tá muito imoral
Hey, todos os valores ao inverso

Luxúria me estraga, me torna menos de mim
Luxúria me estraga, me torna menos de mim

Oi, princesa
Sei que cê gosta da malvadeza
Versace e Tiffany azul turquesa
30 mil dólar em cima da mesa
Se ela descobre meu corre é presa
Dando perdido em Santa Tereza
Faz um bagulho que é uma beleza
Essa diaba não sei se habla minha língua presa

Quase dois anos viajando o Brasil e sonhando
Baguá tá no topo só te observando
Chegamo, chegamo
Vi crime, ela transa sentando, tirando o biquini
Ela gosta do Jimmy Cliff tocando
Ela gosta do Xamanzin' soberano
Ela gosta do Billy Gringo e do Tuezim
E do meu flow siciliano
Ela diz que sou meio reptiliano
Eu vou te levar daqui esse ano
Eu vim de foguete, tô só passeando
Salve Fortal, 30 no comando

Eu uso óculos no show porque elas querem minha alma
Torrei mais um pra me acalmar
Vários olhares querendo um pedacinho de mim
Eu só tô na pista pra torrar o meu finin'

Eu uso óculos e flows que você bateria palma
Hey oh, lama no copo, mulher e boldin'
Vários polícia prenderam meu mano na jaula
Hey oh, vários vampiros no camarim

Luxúria, esbórnia, me torna mais safadin'
Luxúria me estraga, me torna menos de mim",False,,,,,
MC Hariel,Luxúria ou Trauma,Mundão Girou (Deluxe),"Solta o pino da granada
Que ta destravado é a nike
Gucci, Lala, Dolce, Tommy
Oakley, Ouro, Prada

Solta o pino da granada
Que ta destravado é a nike
Gucci, Lala, Dolce, Tommy
Oakley, Ouro, Prada

Solta o pino da granada
Que ta destravado é a nike
Gucci, Lala, Dolce, Tommy
Oakley, Ouro, Prada

Solta o pino da granada
Que ta destravado é a nike
Gucci, Lala, Dolce, Tommy
Oakley, Ouro, Prada

Pode ser luxúria ou pode ser um trauma
Pode ser que seja psicose de crescer
Assistindo a compra desenfreada
Só imaginando quando eu ia ter

Vendo minha mãe se esforçar demais
Pode ser que tenha falta do meu pai
Pode ser que agora tudo tanto faz
Você aprende com o tanto que cai

Já entreguei pizza
Lavei carro e panfletei
Vi a dona Karin
Cheia de orgulho

Trampo na empresa
Só durou seis meses
Uns são do silencio
Eu sou do barulho

Vendo tudo isso
E sabendo que o compromisso
Tinha se adiantado
Eu me dispus a avançar

Já me acostumei
Com a vida na fase difícil
Pra ficar pronto pra tudo
Se um dia facilitar

Mas não
Nós não ostenta
Nós só grita alto a superação
E por todo planeta baile de favela
Quem grita é o João

Eu só fico mais forte
Vendo a vitória de quem é irmão
Eu só fico mais forte
Vendo os favelado em evolução

Eu quero coleção do que eu não tive
Pra ver o quanto eu nunca precisei
Pra ver quanto eu sempre fui livre
Da necessidade de me sentir rei

Eu quero tá bonito e bem apresentado
Porque eu mereço e não por aparência
Eu quero tá sempre trancado e blindado
Pra quem se empolgou e vendeu a essência

Pensou que acabou?
Acabou não ó

Solta o pino da granada
Que ta destravado é a nike
Gucci, Lala, Dolce, Tommy
Oakley, Ouro, Prada

Solta o pino da granada
Que ta destravado é a nike
Gucci, Lala, Dolce, Tommy
Oakley, Ouro, Prada

Se nós ficar duro igual côco
Se tiver que voltar do início
Pra recomeçar
Faço tudo de novo

E renasço mais forte que um touro
Aprendi que a mente é um tesouro
Minha mãe me ensinou que o que é meu é conquista
Quem vai na cabeça dos outros é piolho

Nunca foi pelo cordão de ouro
Nunca foi pelo tênis
Nem nave
Nem banco de couro

Tem que criar teu jogo
Quem tá no poder
Sempre vai dificultar a vida
O sistema é escroto

Cuspindo fogo
Usando menos droga
Hoje o lucro almejo

Agora nós tá como?
Tacando fogo

Assim que o mundo quer
Nunca mais posso me humilha por pouco
Tô com kit gin que é novo

No robozão ela olha pra mim
Olha sim

Solta o pino da granada
Que ta destravado é a nike
Gucci, Lala, Dolce, Tommy
Oakley, Ouro, Prada

Solta o pino da granada
Que ta destravado é a nike
Gucci, Lala, Dolce, Tommy
Oakley, Ouro, Prada",False,,,,,
Ivete Sangalo,Abalou,Ivete Sangalo,"Você comigo é pá
É mais do que sonhar
Amor tão raro de se viver
Eu quero aproveitar esse momento pra te dizer

Você comigo é bis
Me deixa tão afim
Meu pensamento me leva além
Bastou você entrar na vida pra ficar tudo bem

Não quero desgrudar de você
É bom parar o tempo
Tem tudo pra dar certo nós dois
Já sei que não tem jeito tá feito
Você me ganhou

Abalou, abalou, sacudiu balançou
Coração é só felicidade
Abalou, abalou isso sim é amor de verdade

Abalou, abalou, sacudiu balançou
Coração é só felicidade
Abalou, abalou isso sim é amor de verdade

Você comigo bis, me deixa tão afim
Meu pensamento me leva além
Bastou você entrar na vida pra ficar tudo bem
Tudo bem

Não quero desgrudar de você
É bom parar o tempo
Tem tudo pra dar certo nós dois
Já sei que não tem jeito tá feito
Você...

Abalou, abalou, sacudiu balançou
Coração é só felicidade
Abalou, abalou isso sim é amor de verdade

Abalou, abalou, sacudiu balançou
Coração é só felicidade
Abalou, abalou isso sim é amor de verdade

Não quero desgrudar de você
É bom parar o tempo
Tem tudo pra dar certo nós dois
Já sei que não tem jeito, feito você

Abalou, abalou, sacudiu balançou
Só felicidade
Abalou, abalou isso sim é amor de verdade

Abalou, abalou, sacudiu balançou
Tudo felicidade
Abalou, abalou isso sim é amor de verdade

Abalou, abalou, sacudiu balançou
Abalou, abalou isso sim é amor de verdade
Amor de verdade",False,,,,,
Slipmami,14 Sem Vaselina,Malvatrem (Deluxe),"Hey, hey, ahn, ahn
Trem-balinha' da V.U'
Puta vai tomar no cu
Trem-balinha', trem-balinha', trem-balinha', hey

Rolé no shopping com o seu marido
Malote dele tá todo comigo
Calor pra caralho, o clima está propício...
(continuação da letra)",True,,,,,
Valesca Popozuda,Intro,De Volta Pra Gaiola: Amor de Verdade e Amor,"Esse caminho foi feito pra todas as mulheres
Em algum momento da existência humana, a gente perdeu a referência
Do que era gostoso
Não conhecer a própria xota e não saber o que gosta
É um caminho pra manter a gente distante de nós mesmas
Quem vai me impedir de falar pra elas o que é gostoso?
Que força tem uma estrutura que me ensina
A ter distância do meu prazer?
Ela não conseguiu me bloquear
A independência feminina é uma atmosfera que também
Carrega o direito de se auto desejar
Saber o que seu corpo faz e resolver que você manda nele
É um símbolo do meu legado até aqui
Puta
Piranha
Palavras que foram associadas a ofensas pra mulher que tem uma
Liberdade sexual inadequada e inapropriada
Hoje eu ressignifico essas palavras como símbolos da liberdade
Agora eu sou piranha, porque não tem uma única pessoa no mundo
Capaz de controlar o meu tesão
Eles gostam de mulher safada
Só não gostam de mulher livre",True,,,,,
Orochi,Menor Quente,Mixtape Chiró,"Ela quebra tudo no beat de Portugal
Mar-, Marquin' no beat
Ah, disse pra mim que eu não posso morrer, sem virar milionário
E minha família sorrir todo dia como se fosse aniversário

Minha ADM tá igual CRM
Só mulher de vários estados
Ela perde até o horário
Sentando, sentando, sentando, sentando

Ela joga a buceta na cara do mano
Comi sua amiga não tava nos planos

Na onda do MD, começou a beijar a amiga na minha frente

Com essa cara de paty, esse corpo de puta
Vai tomando do menor quente
Ela ganhando mais piroca do que Maria atrás da horta (Ah)
Como a amiga dela, prima dela, ela nem se importa

Violência na cama, ela não pede, ela me cobra
Tretinha na minha base ou num motel de quatro rodas
Assim que eu vou tacando nas puta' que eu sou cliente
Receba seu doce, vai tomar do menor quente

Assim que eu vou tacando nas puta' que eu sou cliente (Ah)
Receba seu doce, vai tomar do menor quente (Orochi)
Vai tomar, vai tomar do menor quente

Ela quer o Chiró e o CN
Quando vê minha tropa, ela se rende
Ninguém entende o que tem na mente do menor quente
A gostosa batendo na corrente

Essa bunda não tem nenhum concorrente (Ah)
Virei cliente, você tá ligado, bandida
Meu carro não tem porta-luvas, tem porta-calcinha

Coleção de xereca coroa, coleção de xereca nova

Na condição do menor quente
Ela quer marola, Rodrigo Do CN que mandou te avisar
Ela ganhando mais piroca do que Maria atrás da horta
Como a amiga dela, prima dela, ela nem se importa

Violência na cama, ela não pede, ela me cobra
Tretinha na minha base ou num motel de quatro rodas
Assim que eu vou tacando nas puta' que eu sou cliente (Ah)
Receba seu doce, vai tomar do menor quente

Assim que eu vou tacando nas puta' que eu sou cliente
Receba seu doce, vai tomar do menor quente (Ah)",True,,,,,
